131	25	255	32	0	0	0	U1
132	25	255	32	0	0	0	UR
133	13	255	64	0	12	0	U1
134	13	255	64	0	14	0	UR
135	13	255	64	0	14	0	U1
136	13	255	64	0	13	0	UR
137	13	255	64	0	13	0	U1
138	112	255	255	0	0	0	UR
139	112	255	35	0	0	0	UR
140	35	255	8	64	0	0	U1
141	205	255	8	8	1	1	C1
142	35	255	8	64	0	0	C1
143	230	255	8	3	0	0	C1
144	230	255	8	4	0	0	C1
145	201	255	32	0	5	0	C1
146	250	255	4	4	0	0	C1
147	35	255	8	64	0	0	CR
148	230	255	8	3	0	0	CR
149	230	255	8	4	0	0	CR
150	205	255	8	8	1	1	CR
151	201	255	8	0	1	8	CR
152	201	255	32	0	5	0	CR
153	200	255	1	0	0	3	C1
154	200	255	1	0	0	3	CR
155	250	255	4	4	0	0	CR
156	232	255	5	35	0	0	CR
157	233	255	0	0	0	0	CR
158	200	255	8	0	6	8	U1
159	200	255	8	0	2	7	U1
160	200	255	8	24	0	11	U1
161	23	255	8	24	0	0	U1
162	60	255	8	105	0	0	U1
163	61	255	0	0	0	0	U1
164	205	255	32	32	0	1	U1
165	205	255	8	8	1	1	U1
166	201	255	8	0	1	8	U1
167	201	255	8	136	5	0	U1
168	44	255	0	0	0	0	U1
169	234	255	0	0	0	0	U1
170	112	255	35	0	0	0	U1
171	112	255	255	0	0	0	U1
172	232	255	5	35	0	0	U1
173	233	255	0	0	0	0	U1
174	70	255	1	0	0	0	U1M
175	202	255	16	2	240	0	U1
176	200	255	8	0	6	8	UR
177	200	255	8	0	2	7	UR
178	35	255	8	64	0	0	UR
179	200	255	8	24	0	11	UR
180	23	255	8	24	0	0	UR
181	60	255	8	105	0	0	UR
182	61	255	0	0	0	0	UR
183	205	255	32	32	0	1	UR
184	205	255	8	8	0	1	UR
185	205	255	8	8	1	1	UR
186	201	255	8	0	1	8	UR
187	201	255	8	136	5	0	UR
188	44	255	0	0	0	0	UR
189	200	255	1	0	0	3	U1
190	200	255	1	0	0	3	UR
191	250	255	4	4	0	0	UR
192	234	255	0	0	0	0	UR
193	232	255	5	35	0	0	UR
194	233	255	0	0	0	0	UR
195	70	255	1	0	0	0	URM
196	202	255	16	2	240	0	UR
197	74	0	0	0	0	0	I1
198	74	100	0	0	0	0	I1
199	201	255	8	0	2	0	C1
200	201	255	8	0	4	0	C1
201	201	255	8	0	2	0	CR
202	201	255	8	0	4	0	CR
203	201	255	8	0	2	0	U1
204	201	255	8	0	4	0	U1
205	201	255	8	0	2	0	UR
206	201	255	8	0	4	0	UR
207	70	255	1	6	0	0	C1M
208	70	255	1	6	0	0	CRM
209	70	255	1	6	0	0	U1M
210	70	255	1	6	0	0	URM
211	231	255	0	0	0	0	UR
212	231	255	0	0	0	0	CR
213	50	3	0	0	0	0	0
214	50	0	2	3	0	0	0
215	50	0	1	3	0	0	0
216	50	0	4	3	0	0	0
217	50	0	5	3	0	0	0
218	50	0	16	3	0	0	0
219	22	255	8	0	0	0	C1
220	22	255	8	0	0	0	CR
221	22	255	8	0	0	0	U1
222	22	255	8	0	0	0	UR
223	50	1	0	0	0	0	0
224	50	2	0	0	0	0	0
225	50	2	1	0	0	0	0
226	50	2	2	0	0	0	0
227	245	255	32	0	0	0	C1
228	245	255	32	0	0	0	CR
229	245	255	32	0	0	0	U1
230	245	255	32	0	0	0	UR
231	247	255	32	0	0	0	C1
232	247	255	32	0	0	0	CR
233	247	255	32	0	0	0	U1
234	247	255	32	0	0	0	UR
235	246	255	32	0	0	0	C1
236	246	255	32	0	0	0	CR
237	246	255	32	0	0	0	U1
238	246	255	32	0	0	0	UR
239	200	255	1	0	0	7	C1
240	200	255	1	0	0	7	CR
241	200	255	1	0	0	7	U1
242	50	4	1	0	0	0	0
243	70	255	2	0	0	0	C1M
244	70	255	2	0	0	0	CRM
245	50	0	2	1	0	0	0
246	50	0	1	1	0	0	0
247	50	0	4	1	0	0	0
248	50	0	5	1	0	0	0
249	50	0	16	1	0	0	0
250	50	0	2	0	0	0	0
251	50	0	1	0	0	0	0
252	50	0	4	0	0	0	0
253	50	0	5	0	0	0	0
254	50	0	16	0	0	0	0
255	50	0	16	4	0	0	0
256	217	255	2	8	0	0	CR
257	217	255	16	8	0	0	CR
258	217	255	2	8	0	0	UR
259	217	255	16	8	0	0	UR
260	50	4	2	0	0	0	0
261	50	3	1	0	0	0	0
262	70	255	2	8	0	0	C1M
263	70	255	2	8	0	0	CRM
264	70	255	2	9	0	0	C1M
265	70	255	2	9	0	0	CRM
266	70	255	2	1	0	0	C1M
267	70	255	2	1	0	0	CRM
268	70	255	1	3	0	0	C1M
269	70	255	1	3	0	0	CRM
272	50	128	0	0	0	0	CR
273	50	128	1	0	0	0	CR
274	50	128	0	0	0	0	C1
275	50	128	1	0	0	0	C1
276	50	128	0	0	0	0	UR
277	50	128	0	0	0	0	U1
278	50	128	0	0	0	0	IR
279	50	128	0	0	0	0	I1
280	50	4	3	0	0	0	0
281	50	10	0	0	0	0	0
282	50	4	4	0	0	0	0
283	50	11	0	0	0	0	0
284	50	11	100	0	0	0	0
285	50	11	101	0	0	0	0
286	50	11	102	0	0	0	0
287	50	11	103	0	0	0	0
288	50	11	104	0	0	0	0
289	50	10	8	0	0	0	0
290	50	13	0	0	0	0	0
291	50	13	1	0	0	0	0
300	50	10	19	0	0	0	0
301	50	10	20	0	0	0	0
302	50	10	21	0	0	0	0
303	50	10	22	0	0	0	0
304	50	10	23	0	0	0	0
305	50	10	24	0	0	0	0
